<<<<<<< HEAD
﻿id,name,type,grade,rank,effect,owners,target
41,洗礼の大名,固有,不明,品質：不明,品質:S種類:指揮発動率:100%2、4、6、8ターン目の時、味方それぞれに浄化を付与し、兵力を回復する(回復率140%),大友宗麟,不明
42,楽市の祖,固有,不明,品質：不明,品質:S種類:指揮発動率:100%味方それぞれがダメージを受ける度に、自身の与ダメージが本来の10%増加する。効果は戦闘終了まで持続する,六角定頼,自分
43,領地安泰,固有,不明,品質：不明,品質:S種類:内政発動率:40%城下町施設の石材の産出量が1600増加する,,不明
44,謀聖の軍略,固有,不明,品質：不明,品質:S種類:自律発動率:35%敵全員に知略攻撃(ダメージ率142%)を仕掛け、追加で窮地を付与する。効果は付与後2回目の行動開始前まで持続する,尼子経久,敵軍1人
45,長寿の知恵,固有,不明,品質：不明,品質:S種類:自律発動率:100%自身に洞察を付与し、武勇が100増加し、自身が自律戦法を発動する場合、必要なターン数が1減少する。効果は1ターン後の行動開始前まで持続する,下間頼廉,自分
46,今川仮名目録,固有,不明,品質：不明,品質:S種類:内政発動率:100%城下町施設の鉄の産出量が1600増加する,,不明
47,剣豪の祖,固有,不明,品質：不明,品質:S種類:受動発動率:40%戦闘開始後、自身の会心率が40%、会心ダメージが、さらに50%増加する。効果は戦闘終了まで持続する,上泉信綱,自分
48,飛加藤,固有,不明,品質：不明,品質:S種類:自律発動率:60%戦法発動後、ランダムな敵1人に恐慌(ダメージ率120%)と丸腰を付与する。戦法発動後、2回目の行動時に火傷(ダメージ率120%)と窮地を付与する。戦法発動後3回目の行動時に中毒(ダメージ率120%)と混乱を付与する。付与後に1回、行動開始すると恐慌・火傷・中毒は終了し、丸腰・窮地・混乱は付与後2回目の行動開始前まで持続する,加藤段蔵,敵軍ランダム1人
49,啄木鳥戦法,固有,不明,品質：不明,品質:S種類:自律発動率:100%ランダムな味方2人の兵力を回復し(回復率100%)、ランダムな敵2人に知略攻撃(ダメージ率150%)を仕掛ける,山本晴幸,自軍ランダム2人
50,霧隠の忍術,固有,不明,品質：不明,品質:S種類:自律発動率:40%ランダムな敵1人に武勇攻撃(ダメージ率128%)を仕掛け、同時に動揺(ダメージ率58%)を付与する。効果は付与後に2回、行動開始すると終了する,霧隠才蔵,敵軍ランダム1人
51,甲賀の極意,固有,不明,品質：不明,品質:S種類:自律発動率:60%ランダムな敵1人の被ダメージが本来の40%増加し、追加で武勇攻撃(ダメージ率126%)を仕掛ける。効果は1ターン後の行動開始前まで持続する,猿飛佐助,敵軍ランダム1人
52,爆撃奇襲,固有,不明,品質：不明,品質:S種類:自律発動率:50%ランダムな敵2人に知略攻撃(ダメージ率92%)を仕掛け、同時に火傷(ダメージ率46%)を付与する。効果は付与後に1回、行動開始すると終了する,望月六郎,敵軍ランダム2人
53,大傾奇者,固有,不明,品質：不明,品質:S種類:自律発動率:70%ランダムな敵2人の最高能力と最低能力を交換する。効果は1ターン後の行動開始前まで持続する。その後、追加で武勇攻撃(ダメージ率196%)を1回仕掛ける,前田利益,敵軍ランダム2人
54,軍師の奇策,固有,不明,品質：不明,品質:S種類:自律発動率:100%ランダムな敵1人に知略攻撃(ダメージ率144%)を仕掛け、対象が攻撃を受ける度に、追加で1回知略攻撃(ダメージ率144%)を仕掛ける。効果は1ターン後の行動開始前まで持続する,竹中重治,敵軍ランダム1人
55,飯田丸,固有,不明,品質：不明,品質:S種類:指揮発動率:100%味方それぞれの速度が戦闘終了まで50減少する代わりに、2、4、6、8ターン目の時、そのターンの終了まで、味方それぞれに100%の確率で抵抗を1回付与する,飯田直景,不明
56,好地策略,固有,不明,品質：不明,品質:S種類:指揮発動率:100%戦闘開始後、3ターンが経過するまでに味方のそれぞれが、この戦闘での1回目と、2回目の攻撃を受けた時、100%の確率で抵抗を1回付与する,南部晴政,不明
57,雑賀の祖,固有,不明,品質：不明,品質:S種類:指揮発動率:50%部隊の兵種が鉄砲の場合、味方それぞれの与ダメージが本来の20%増加する,鈴木重朝,不明
58,種子島乱れ撃ち,固有,不明,品質：不明,品質:S種類:自律発動率:50%敵全員に知略攻撃(ダメージ率30%)を3-5回仕掛ける,筧十蔵,敵軍1人
59,勇進の槍,固有,不明,品質：不明,品質:S種類:自律発動率:35%自身とランダムな味方1人に連撃を付与する。効果は1ターン後の行動開始前まで持続する,由利鎌之助,自分
60,剛力豪撃,固有,不明,品質：不明,品質:S種類:自律発動率:50%ランダムな敵2人に武勇攻撃(ダメージ率108%)を仕掛け、同時に敵が受ける武勇ダメージを本来の30％増加させる。効果は1ターン後の行動開始前まで持続する,三好清海,敵軍ランダム2人
61,猛威突襲,固有,不明,品質：不明,品質:S種類:自律発動率:60%ランダムな敵1人に武勇攻撃(ダメージ率350%)を仕掛けた後、自身に混乱を付与する。効果は付与後2回目の行動開始前まで持続する,三好伊三,自分
62,雑賀流兵法,固有,不明,品質：不明,品質:S種類:自律発動率:100%ランダムな敵2人に90%の確率で武勇攻撃(ダメージ率200%)を仕掛け、10%の確率で、代わりに自身へ武勇攻撃(ダメージ率200%)を仕掛ける,鈴木重意,自分
63,居合の極意,固有,不明,品質：不明,品質:S種類:追撃発動率:30%敵1人に通常攻撃後、同一の敵に追加で1回会心率が80%の武勇攻撃(ダメージ率100%)を仕掛ける,林崎甚助,敵軍ランダム1人
64,鳶鼠の外法,固有,不明,品質：不明,品質:S種類:自律発動率:50%敵全員が自律戦法を発動する時に、発動までに2ターン追加する。効果は2ターン後の行動開始前まで持続する,果心居士,敵軍1人
65,仏の施し,固有,不明,品質：不明,品質:S種類:自律発動率:40%味方1人の兵力を回復する(回復率56%)。回復対象は1回毎にランダムとなり、計9回発動する,南光坊天海,不明
66,保身の心得,固有,不明,品質：不明,品質:S種類:自律発動率:30%自身の被ダメージが、本来の60%減少する。効果は2ターン後の行動開始前まで持続する,種子島久時,自分
67,二領具足,固有,不明,品質：不明,品質:S種類:自律発動率:100%自分以外のランダムな味方1人と敵1人に庇護を付与し、その武将は自身の被ダメージの50%を代わりに受ける。効果は2ターン後の行動開始前まで持続する,稲富祐直,自分
68,急流の陣,固有,不明,品質：不明,品質:A種類:受動発動率:35%自身の武勇、統率、知略、速度が32増加する,,自分
69,正面突破,固有,不明,品質：不明,品質:A種類:自律発動率:60%敵大将に武勇攻撃(ダメージ率228%)を仕掛ける,柴田勝家,敵軍1人
70,酒井の太鼓,固有,不明,品質：不明,品質:A種類:自律発動率:100%自分以外の味方2人に援護を付与する。効果は1ターン後の行動開始前まで持続する,,自分
71,無の旗印,固有,不明,品質：不明,品質:A種類:受動発動率:100%自身に洞察を付与し、統率を40増加させる,,自分
72,赤備えの決意,固有,不明,品質：不明,品質:A種類:自律発動率:35%自身が次に与える1回目のダメージを本来の60%増加する。効果は1ターン後の行動開始前まで持続する,井伊直政,自分
73,まことの虎,固有,不明,品質：不明,品質:A種類:自律発動率:35%自分以外の味方2人に浄化を付与し、兵力を回復する(回復率120%),,自分
74,逃げ弾正,固有,不明,品質：不明,品質:A種類:自律発動率:100%ランダムな敵1人の武勇ダメージを本来の60%減少させる。効果は1ターン後の行動開始前まで持続する,,敵軍ランダム1人
75,虎の腹心,固有,不明,品質：不明,品質:A種類:指揮発動率:100%戦闘開始後最初の2ターン、味方それぞれの統率が60増加する,,不明
76,駿河の名将,固有,不明,品質：不明,品質:A種類:内政発動率:100%部隊の進軍速度が4%増加する,,不明
77,老成持重,固有,不明,品質：不明,品質:A種類:受動発動率:35%自身が通常攻撃を受けた場合、40%の確率で自身を攻撃した相手に丸腰を付与する。効果は付与後2回目の行動開始前まで持続する,甘利虎泰,自分
78,又左の槍,固有,不明,品質：不明,品質:A種類:追撃発動率:35%敵1人に通常攻撃後、追加で1回武勇攻撃(ダメージ率160%)を仕掛ける,,敵軍ランダム1人
79,先陣疾駆,固有,不明,品質：不明,品質:A種類:自律発動率:100%ランダムな敵1人に知略攻撃(ダメージ率162%)を仕掛け、ランダムな味方1人の兵力を回復する(回復率162%),,敵軍ランダム1人
80,築建の将,固有,不明,品質：不明,品質:A種類:内政発動率:30%城下町施設の鉄の産出量が800増加する,,不明
81,五州二島の雄,固有,不明,品質：不明,品質:A種類:自律発動率:35%自身以外の味方1人に連撃を付与する。効果は1ターン後の行動開始前まで持続する,龍造寺隆信,自分
82,反旗掲揚,固有,不明,品質：不明,品質:A種類:自律発動率:45%ランダムな敵2人に挑発を付与し、効果は付与後3回目の行動開始前まで持続する。さらに、自身の統率が60増加し、効果は2ターン後の行動開始前まで持続する,陶隆房,自分
83,鬼神の武勇,固有,不明,品質：不明,品質:A種類:自律発動率:40%自身に範囲攻撃(ダメージ率60%)を付与する。効果は1ターン後の行動開始前まで持続する,,自分
84,虎将の一撃,固有,不明,品質：不明,品質:A種類:自律発動率:40%ランダムな敵1人に知略攻撃(ダメージ率248%)を仕掛け、同時に窮地を付与する。効果は付与後2回目の行動開始前まで持続する,最上義光,敵軍ランダム1人
85,越後の鍾馗,固有,不明,品質：不明,品質:A種類:自律発動率:30%ランダムな敵1人の武勇を、1ターン後の行動開始前まで150減少させ、窮地を付与する。窮地は付与後2回目の行動開始前まで持続する,斎藤朝信,敵軍ランダム1人
86,器用の仁,固有,不明,品質：不明,品質:A種類:自律発動率:35%ランダムな敵2人に武勇攻撃(ダメージ率107%)を仕掛ける,織田信秀,敵軍ランダム2人
87,刑部の義,固有,不明,品質：不明,品質:A種類:自律発動率:40%ランダムな敵2人に、寝返である武勇攻撃(ダメージ率126%、このダメージの30%自身の兵力を回復)を仕掛ける。寝返は1回だけ発動する,,自分
88,夜城猛攻,固有,不明,品質：不明,品質:A種類:自律発動率:35%ランダムな味方2人の統率が60増加する。効果は2ターン後の行動開始前まで持続する,蜂須賀正勝,自軍ランダム2人
89,島津の意地,固有,不明,品質：不明,品質:A種類:自律発動率:35%ランダムな敵2人に知略攻撃(ダメージ率160%)を仕掛ける,,敵軍ランダム2人
90,柱石重臣,固有,不明,品質：不明,品質:A種類:自律発動率:100%ランダムな敵1人に威嚇を付与する。効果は付与後3回目の行動開始前まで持続する,鍋島直茂,敵軍ランダム1人
91,無刀の神髄,固有,不明,品質：不明,品質:A種類:追撃発動率:40%敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率70%)を仕掛ける,柳生宗厳,敵軍ランダム1人
92,伊賀秘術,固有,不明,品質：不明,品質:A種類:自律発動率:40%自身に抵抗を1回付与し、ランダムな敵1人に知略攻撃(ダメージ率210%)を1回仕掛ける。効果は1ターン後の行動開始前まで持続する,百地三太夫,自分
93,半蔵の闇討ち,固有,不明,品質：不明,品質:A種類:自律発動率:35%自分以外のランダムな味方1人に抵抗を2回付与する。効果は2ターン後の行動開始前まで持続する,服部正成,自分
94,鉄甲船進撃,固有,不明,品質：不明,品質:A種類:自律発動率:100%ランダムな敵1人に武勇攻撃(ダメージ率180%)を仕掛け、ダメージを受けた敵の武勇が60減少する。効果は2ターン後の行動開始前まで持続する,九鬼嘉隆,敵軍ランダム1人
95,米五郎左,固有,不明,品質：不明,品質:A種類:内政発動率:50%徴兵での資源消費量が4%減少する,,不明
96,夜叉の一撃,固有,不明,品質：不明,品質:A種類:自律発動率:35%戦法発動後、次のターンの自身の行動時、ランダムな敵1人に武勇攻撃(ダメージ率248%)を仕掛ける,原虎胤,自分
97,虎嘯風生,固有,不明,品質：不明,品質:A種類:自律発動率:35%自身以外の味方2人に援護を付与し、自身に反撃(ダメージ率60%)を付与する。各効果は2ターン目の行動開始前まで持続する,,自分
98,豪胆猛撃,固有,不明,品質：不明,品質:A種類:自律発動率:30%ランダムな敵2人に武勇攻撃(ダメージ率90%)を仕掛け、ダメージを与えた敵の統率が30減少する。効果は2ターン後の行動開始前まで持続する,,敵軍ランダム2人
99,剣豪将軍,固有,不明,品質：不明,品質:A種類:追撃発動率:100%敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率238%)を仕掛ける,足利義輝,敵軍ランダム1人
100,臨機応変,固有,不明,品質：不明,品質:A種類:内政発動率:50%城下町施設の木材の産出量が800増加する,,不明
101,苦難連撃,固有,不明,品質：不明,品質:A種類:追撃発動率:50%敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率110%)を仕掛ける,山中幸盛,敵軍ランダム1人
102,両翼奇襲,固有,不明,品質：不明,品質:A種類:自律発動率:35%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率90%)を仕掛け、火傷(ダメージ率90%)を付与する。効果は付与後に2回、行動開始すると終了する,沼田祐光,自分
103,風塵烈波,固有,不明,品質：不明,品質:A種類:自律発動率:50%ランダムな敵1人に3回知略攻撃(ダメージ率80%)を仕掛け、40%の確率で同一の敵に追加で知略攻撃(ダメージ率80%)を3回仕掛ける,,敵軍ランダム1人
104,かぶき踊り,固有,不明,品質：不明,品質:A種類:自律発動率:50%ランダムな味方2人の兵力を回復する(回復率102%),,自軍ランダム2人
105,鬼小十郎,固有,不明,品質：不明,品質:A種類:自律発動率:100%3ターン後の行動開始前まで、ランダムな敵1人に挑発を付与し、その敵の武勇を、2ターン後の行動開始前まで60減少させる,,敵軍ランダム1人
106,退き佐久間,固有,不明,品質：不明,品質:A種類:指揮発動率:50%戦闘開始後最初の2ターンが経過するまでに味方それぞれが攻撃を受けた場合、50%の確率で抵抗を1回付与する,,不明
107,鎮圧迎撃,固有,不明,品質：不明,品質:A種類:自律発動率:40%戦法発動後、次のターンの自身の行動時、ランダムな敵1人に2回武勇攻撃(ダメージ率120%)を仕掛ける,,自分
108,多芸多才,固有,不明,品質：不明,品質:A種類:自律発動率:25%ランダムな敵2人に丸腰を付与する。効果は付与後3回目の行動開始前まで持続する,細川藤孝,敵軍ランダム2人
109,陣間穿突,固有,不明,品質：不明,品質:A種類:自律発動率:50%ランダムな敵1人に下克上を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
110,冷徹の明,固有,不明,品質：不明,品質:A種類:自律発動率:25%戦法発動後、次のターンの自身の行動時に敵2人に知略攻撃(ダメージ率124%)を仕掛ける,,自分
111,鬼突猛進,固有,不明,品質：不明,品質:A種類:自律発動率:50%ランダムな敵1人に武勇攻撃(ダメージ率170%)を仕掛け、同時に混乱を付与する。効果は付与後2回目の行動開始前まで持続する,本庄繁長,敵軍ランダム1人
112,側面突撃,固有,不明,品質：不明,品質:A種類:自律発動率:50%敵副将1人目に武勇攻撃(ダメージ率118%)を仕掛ける,,敵軍1人
113,四方突撃,固有,不明,品質：不明,品質:A種類:自律発動率:30%敵副将2人目に武勇攻撃(ダメージ率118%)を仕掛ける,島津忠恒,敵軍1人
114,中興の祖,固有,不明,品質：不明,品質:A種類:自律発動率:50%味方1人に回復を与える(回復率88%)。回復効果は3回発動し、対象は1回毎にランダムとなる,,不明
115,猛進勇槍,固有,不明,品質：不明,品質:A種類:自律発動率:35%戦法発動後、次のターンの自身の行動時にランダムな敵2人に武勇攻撃(ダメージ率100%)を仕掛け、20%の確率で追加で1回武勇攻撃(ダメージ率100%)を仕掛ける,結城秀康,自分
116,苦心再起,固有,不明,品質：不明,品質:A種類:自律発動率:35%ランダムな敵2人に恐慌(ダメージ率166%)を付与する。効果は付与後に2回、行動開始すると終了する,,敵軍ランダム2人
117,忠心救護,固有,不明,品質：不明,品質:A種類:自律発動率:50%味方それぞれの兵力が回復する(回復率80%),,不明
118,剛力突擊,固有,不明,品質：不明,品質:A種類:自律発動率:100%ランダムな敵2人に知略攻撃(ダメージ率67%)を仕掛け、同時に中毒(ダメージ率67%)を付与する。効果は付与後に1回、行動開始すると終了する,,敵軍ランダム2人
119,大一大万大吉,固有,不明,品質：不明,品質:A種類:内政発動率:100%城下町施設の石材の産出量が800増加する,,不明
120,徳善の道,固有,不明,品質：不明,品質:A種類:内政発動率:60%城下町施設の食糧の産出量が800増加する,,不明
121,勇将の愛,固有,不明,品質：不明,品質:A種類:自律発動率:100%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に武勇攻撃(ダメージ率104%)を仕掛ける,,自分
122,仙姿玉質,固有,不明,品質：不明,品質:A種類:内政発動率:100%名声値上限が200増加する,,不明
123,傾国の姫,固有,不明,品質：不明,品質:A種類:内政発動率:50%効果発動後、重傷になった武将の回復時間が120秒短縮する,,不明
124,黒衣の宰相,固有,不明,品質：不明,品質:A種類:自律発動率:35%ランダムな味方1人に救急(75%の確率で、回復率100%)を付与し、効果は2ターン後の行動開始前まで持続する,,不明
125,小一郎の手腕,固有,不明,品質：不明,品質:A種類:自律発動率:100%ランダムな味方2人の被ダメージが、本来の30%減少する。効果は1ターン後の行動開始前まで持続する,羽柴秀長,自軍ランダム2人
126,訓戒状,固有,不明,品質：不明,品質:A種類:指揮発動率:100%戦闘開始後最初の4ターン、ランダムな味方2人の被ダメージが、本来の25%減少する。,,自軍ランダム2人
127,先見,固有,不明,品質：不明,品質:A種類:内政発動率:30%部隊の進軍速度が4%増加する,,不明
128,天の祝福,固有,不明,品質：不明,品質:A種類:自律発動率:50%ランダムな敵2人に武勇攻撃(ダメージ率160%)を仕掛け、ランダムな味方2人の統率が30増加する。効果は2ターン後の行動開始前まで持続する,,自軍ランダム2人
129,熟慮の将,固有,不明,品質：不明,品質:A種類:自律発動率:40%戦法発動後、次のターンの自身の行動時、ランダムな味方2人の与ダメージが本来の40%増加する。効果は2ターン後の行動開始前まで持続する,真田信幸,自分
130,後方鎮座,固有,不明,品質：不明,品質:A種類:自律発動率:100%ランダムな味方2人に反撃(ダメージ率60%)を付与する。効果は2ターン後の行動開始前まで持続する,,自軍ランダム2人
131,財算全識,固有,不明,品質：不明,品質:A種類:内政発動率:100%調達の資源産出量が4%増加する,,不明
132,大普請,固有,不明,品質：不明,品質:A種類:内政発動率:100%城下町施設の食糧・木材・鉄・石材の産出量が1%増加する,,不明
133,吏僚の慧眼,固有,不明,品質：不明,品質:A種類:内政発動率:30%城下町施設の銅銭の産出量が4%増加する,,不明
134,統治の名人,固有,不明,品質：不明,品質:B種類:自律発動率:50%自身の被ダメージが、本来の50%減少する。効果は1ターン後の行動開始前まで持続する,,自分
135,一番猛突,固有,不明,品質：不明,品質:B種類:追撃発動率:100%敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率106%)を仕掛ける,,敵軍ランダム1人
136,七本槍の水攻め,固有,不明,品質：不明,品質:B種類:受動発動率:35%自身の武勇が30増加する,,自分
137,不屈攻込,固有,不明,品質：不明,品質:B種類:自律発動率:30%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に武勇攻撃(ダメージ率160%)を仕掛ける,,自分
138,三人衆筆頭,固有,不明,品質：不明,品質:B種類:自律発動率:30%ランダムな味方2人の被ダメージが、本来の25%減少する。効果は1ターン後の行動開始前まで持続する,,自軍ランダム2人
139,三人衆の威光,固有,不明,品質：不明,品質:B種類:自律発動率:100%ランダムな敵1人に動揺(ダメージ率124%)を付与する。効果は付与後に3回、行動開始すると終了する,,敵軍ランダム1人
140,不撓不屈,固有,不明,品質：不明,品質:B種類:自律発動率:100%自身に洞察を付与する。効果は2ターン後の行動開始前まで持続する,,自分
141,無傷の将,固有,不明,品質：不明,品質:B種類:指揮発動率:45%戦闘開始後、2ターン目に味方それぞれに対して浄化を付与し、兵力を回復する(回復率150%),,不明
142,忠義の一撃,固有,不明,品質：不明,品質:B種類:自律発動率:50%味方の大将に反撃(ダメージ率60%)を付与する。効果は2ターン後の行動開始前まで持続する,,不明
143,虎の猛攻,固有,不明,品質：不明,品質:B種類:追撃発動率:35%敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率84%)を1回仕掛ける,,敵軍ランダム1人
144,夜討ち,固有,不明,品質：不明,品質:B種類:自律発動率:100%ランダムな敵1人に武勇攻撃(ダメージ率140%)を仕掛ける,,敵軍ランダム1人
145,報恩の鼓舞,固有,不明,品質：不明,品質:B種類:受動発動率:45%自身の統率が30増加する,,自分
146,気相の将,固有,不明,品質：不明,品質:B種類:自律発動率:30%戦法発動後、次のターンの自身の行動時、敵全員に知略攻撃(ダメージ率66%)を仕掛ける,,自分
147,鬼の咆哮,固有,不明,品質：不明,品質:B種類:自律発動率:100%ランダムな敵2人の被ダメージを、本来の25%増加させる。効果は1ターン後の行動開始前まで持続する,,敵軍ランダム2人
148,姫路城の再建,固有,不明,品質：不明,品質:B種類:受動発動率:40%自身が行動する前に、兵力を回復する(回復率30%),,自分
149,悪屋形の企み,固有,不明,品質：不明,品質:B種類:追撃発動率:35%敵1人に通常攻撃後、同一の敵に追加で逆手(ダメージ率80%)を付与する。効果は付与後に1回、行動開始すると終了する,,敵軍ランダム1人
150,鬼武蔵の背撃ち,固有,不明,品質：不明,品質:B種類:自律発動率:45%ランダムな敵2人の味方それぞれへの与ダメージを、本来の20%減少させる。効果は2ターン後の行動開始前まで持続する,,敵軍ランダム2人
151,追討の痛撃,固有,不明,品質：不明,品質:B種類:追撃発動率:60%敵1人に通常攻撃後、同一の敵に追加で動揺(ダメージ率94%)を付与する。効果は付与後に2回、行動開始すると終了する,,敵軍ランダム1人
152,知勇兼備,固有,不明,品質：不明,品質:B種類:自律発動率:40%ランダムな味方1人の兵力を回復する(回復率150%),,不明
153,奉行の神髄,固有,不明,品質：不明,品質:B種類:自律発動率:100%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に恐慌(ダメージ率120%)を付与する。効果は付与後に2回、行動開始すると終了する,,自分
154,沈着決断,固有,不明,品質：不明,品質:B種類:内政発動率:100%城下町施設の食糧・木材・鉄・石材の産出量が100増加する,,不明
155,大国奉行,固有,不明,品質：不明,品質:B種類:内政発動率:100%城下町施設の木材の産出量が400増加する,,不明
156,福音普及,固有,不明,品質：不明,品質:B種類:内政発動率:100%城下町施設の鉄の産出量が400増加する,,不明
157,織部流の作法,固有,不明,品質：不明,品質:B種類:内政発動率:100%城下町施設の石材の産出量が400増加する,,不明
158,恩寵の光,固有,不明,品質：不明,品質:B種類:内政発動率:100%城下町施設の食糧の産出量が400増加する,,不明
159,鬼奉行,固有,不明,品質：不明,品質:B種類:内政発動率:100%城下町施設の銅銭の産出量が60増加する,,不明
160,茂助の働き,固有,不明,品質：不明,品質:B種類:内政発動率:30%調達の資源産出量が2%増加する,,不明
161,粗略の豪傑,固有,不明,品質：不明,品質:B種類:自律発動率:100%ランダムな味方2人の与ダメージが本来の25%増加する。効果は1ターン後の行動開始前まで持続する,,自軍ランダム2人
162,文武の槍,固有,不明,品質：不明,品質:C種類:受動発動率:100%自身の武勇が10増加する,,自分
163,無心の傅役,固有,不明,品質：不明,品質:C種類:自律発動率:35%ランダムな味方1人に洞察を付与する。効果は1ターン後の行動開始前まで持続する,,不明
164,離反の将,固有,不明,品質：不明,品質:C種類:自律発動率:35%ランダムな敵1人の知略を20減少させる。効果は1ターン後の行動開始前まで持続する,,敵軍ランダム1人
165,武家関白,固有,不明,品質：不明,品質:C種類:自律発動率:50%ランダムな敵1人の統率を20減少させる。効果は1ターン後の行動開始前まで持続する,,敵軍ランダム1人
166,枯れ桔梗,固有,不明,品質：不明,品質:C種類:自律発動率:100%ランダムな味方1人の兵力を回復する(回復率50%),,不明
167,京兆家有職,固有,不明,品質：不明,品質:C種類:受動発動率:100%自身の統率が10増加する,,自分
168,兄の影,固有,不明,品質：不明,品質:C種類:自律発動率:35%ランダムな味方1人に浄化を付与する,,不明
169,有楽の点前,固有,不明,品質：不明,品質:C種類:自律発動率:35%ランダムな敵1人の速度を20減少させる。効果は1ターン後の行動開始前まで持続する,,敵軍ランダム1人
170,剣の極み,伝授,受動補助,品質：S,【確率】100%【効果】自身の会心率が30%、会心ダメージが、さらに75%増加する,,自分
171,英主号令,伝授,自律攻撃,品質：S,【確率】45%【効果】戦法発動後、次のターンの自身の行動時、敵全員に知略攻撃(ダメージ率330%)を仕掛ける,,自分
172,名采配,伝授,自律攻撃,品質：S,【確率】55%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に武勇攻撃(ダメージ率360%)を仕掛ける,,自分
173,海道一の弓取り,伝授,指揮補助,品質：S,【確率】100%【効果】戦闘開始後最初の3ターン、自身に範囲攻撃(ダメージ率60％)を付与する,,自分
174,戦陣突破,伝授,受動補助,品質：S,【確率】100%【効果】自身が攻撃を仕掛ける時に、対象の統率の100％無視し、敵に与える武勇ダメージが本来の20％増加する,,自分
175,速攻,伝授,自律攻撃,品質：S,【確率】60%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率330%)を仕掛ける,,自分
176,反撃の備え,伝授,受動補助,品質：S,【確率】100%【効果】ダメージを受ける時に、50％の確率で攻撃側に知略攻撃(ダメージ率200%)を1回仕掛ける,,不明
177,魔王怒涛,伝授,受動補助,品質：S,【確率】100%【効果】戦闘開始後、ターン毎に100％の確率で自身に連撃を付与する。戦法効果は戦闘終了まで持続する,,自分
178,二重の計略,伝授,追撃攻撃,品質：S,【確率】50％【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率300%)を仕掛ける,,敵軍ランダム1人
179,軍神の秘策,伝授,自律攻撃,品質：S,【確率】50％【効果】戦法発動後、次のターンの自身の行動時、敵全員に武勇攻撃(ダメージ率300%)を仕掛ける,,自分
180,古今独歩,伝授,受動補助,品質：S,【確率】100%【効果】自身の全能力が60増加する,,自分
181,威嚇の陣,伝授,指揮補助,品質：S,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな敵2人の与ダメージを、本来の30％(さらに知略値により減少量追加)減少させる,,敵軍ランダム2人
182,下克上の惟任,伝授,自律補助,品質：S,【確率】30％【効果】ランダムな敵1人に下克上を付与する。効果は付与後3回目の行動開始前まで持続する,,敵軍ランダム1人
183,士気高揚,伝授,追撃攻撃,品質：S,【確率】40%【効果】敵1人に通常攻撃後、同一の敵に追加で1回知略攻撃(ダメージ率280%)を仕掛け、30％の確率で敵に混乱を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
184,高名の将,伝授,自律補助,品質：S,【確率】35%【効果】ランダムな敵1人に威嚇を付与する。効果は付与後3回目の行動開始前まで持続する,,敵軍ランダム1人
185,三河の軍陣,伝授,指揮補助,品質：S,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな味方2人の被ダメージを、本来の30%(さらに知略値により減少量追加)減少する,,自軍ランダム2人
186,畏怖の旗,伝授,自律補助,品質：S,【確率】35％【効果】ランダムな敵1人に混乱を付与する。効果は付与後3回目の行動開始前まで持続する,,敵軍ランダム1人
187,妨害の策,伝授,指揮補助,品質：S,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな敵2人の通常攻撃と追撃戦法のダメージを、本来の90%減少させる,,敵軍ランダム2人
188,謀神の軍略,伝授,受動補助,品質：S,【確率】100%【効果】自身の攻撃が敵の知略値の50％を無視し、敵に与える知略ダメージが、本来の20％増加する,,自分
189,林の如し,伝授,受動治療,品質：S,【確率】100%【効果】自身が行動する前に、兵力を回復する(回復率200%),,自分
190,連戦の勢い,伝授,自律攻撃,品質：S,【確率】50％【効果】ランダムな敵2人に武勇攻撃(ダメージ率164%)を仕掛ける。この戦法が発動する度に、発動率が10%増加する。効果は重複し、戦闘終了まで持続する,,敵軍ランダム2人
191,忍の秘術,伝授,追撃攻撃,品質：S,【確率】40%【効果】敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率280%)を仕掛け、30％の確率で敵に威嚇を付与する。効果は付与後2回目の行動開始前まで持続する,,敵軍ランダム1人
192,隠密撹乱,伝授,自律攻撃,品質：S,【確率】45%【効果】ランダムな敵2人に知略攻撃(ダメージ率200%)を仕掛け、攻撃目標の武勇、統率、知略を40減少させる。効果は2ターン後の行動開始前まで持続する,,敵軍ランダム2人
