<<<<<<< HEAD
﻿id,name,type,rank,class,effect,owners,trigger_rate
72,まことの虎,固有,品質：A,自律,発動率:35%自分以外の味方2人に浄化を付与し、兵力を回復する(回復率120%),,0.35
73,逃げ弾正,固有,品質：A,自律,発動率:100%ランダムな敵1人の武勇ダメージを本来の60%減少させる。効果は1ターン後の行動開始前まで持続する,,1.0
74,虎の腹心,固有,品質：A,指揮,発動率:100%戦闘開始後最初の2ターン、味方それぞれの統率が60増加する,,1.0
75,駿河の名将,固有,品質：A,内政,発動率:100%部隊の進軍速度が4%増加する,,1.0
76,老成持重,固有,品質：A,受動,発動率:35%自身が通常攻撃を受けた場合、40%の確率で自身を攻撃した相手に丸腰を付与する。効果は付与後2回目の行動開始前まで持続する,甘利虎泰,0.35
77,又左の槍,固有,品質：A,追撃,発動率:35%敵1人に通常攻撃後、追加で1回武勇攻撃(ダメージ率160%)を仕掛ける,,0.35
78,先陣疾駆,固有,品質：A,自律,発動率:100%ランダムな敵1人に知略攻撃(ダメージ率162%)を仕掛け、ランダムな味方1人の兵力を回復する(回復率162%),,1.0
79,築建の将,固有,品質：A,内政,発動率:30%城下町施設の鉄の産出量が800増加する,,0.3
80,五州二島の雄,固有,品質：A,自律,発動率:35%自身以外の味方1人に連撃を付与する。効果は1ターン後の行動開始前まで持続する,龍造寺隆信,0.35
81,反旗掲揚,固有,品質：A,自律,発動率:45%ランダムな敵2人に挑発を付与し、効果は付与後3回目の行動開始前まで持続する。さらに、自身の統率が60増加し、効果は2ターン後の行動開始前まで持続する,陶隆房,0.45
82,鬼神の武勇,固有,品質：A,自律,発動率:40%自身に範囲攻撃(ダメージ率60%)を付与する。効果は1ターン後の行動開始前まで持続する,,0.4
83,虎将の一撃,固有,品質：A,自律,発動率:40%ランダムな敵1人に知略攻撃(ダメージ率248%)を仕掛け、同時に窮地を付与する。効果は付与後2回目の行動開始前まで持続する,最上義光,0.4
84,越後の鍾馗,固有,品質：A,自律,発動率:30%ランダムな敵1人の武勇を、1ターン後の行動開始前まで150減少させ、窮地を付与する。窮地は付与後2回目の行動開始前まで持続する,斎藤朝信,0.3
85,器用の仁,固有,品質：A,自律,発動率:35%ランダムな敵2人に武勇攻撃(ダメージ率107%)を仕掛ける,織田信秀,0.35
86,刑部の義,固有,品質：A,自律,発動率:40%ランダムな敵2人に、寝返である武勇攻撃(ダメージ率126%、このダメージの30%自身の兵力を回復)を仕掛ける。寝返は1回だけ発動する,,0.4
87,夜城猛攻,固有,品質：A,自律,発動率:35%ランダムな味方2人の統率が60増加する。効果は2ターン後の行動開始前まで持続する,,0.35
88,島津の意地,固有,品質：A,自律,発動率:35%ランダムな敵2人に知略攻撃(ダメージ率160%)を仕掛ける,,0.35
89,柱石重臣,固有,品質：A,自律,発動率:100%ランダムな敵1人に威嚇を付与する。効果は付与後3回目の行動開始前まで持続する,鍋島直茂,1.0
90,無刀の神髄,固有,品質：A,追撃,発動率:40%敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率70%)を仕掛ける,柳生宗厳,0.4
91,伊賀秘術,固有,品質：A,自律,発動率:40%自身に抵抗を1回付与し、ランダムな敵1人に知略攻撃(ダメージ率210%)を1回仕掛ける。効果は1ターン後の行動開始前まで持続する,百地三太夫,0.4
92,半蔵の闇討ち,固有,品質：A,自律,発動率:35%自分以外のランダムな味方1人に抵抗を2回付与する。効果は2ターン後の行動開始前まで持続する,服部正成,0.35
93,鉄甲船進撃,固有,品質：A,自律,発動率:100%ランダムな敵1人に武勇攻撃(ダメージ率180%)を仕掛け、ダメージを受けた敵の武勇が60減少する。効果は2ターン後の行動開始前まで持続する,九鬼嘉隆,1.0
94,米五郎左,固有,品質：A,内政,発動率:50%徴兵での資源消費量が4%減少する,,0.5
95,夜叉の一撃,固有,品質：A,自律,発動率:35%戦法発動後、次のターンの自身の行動時、ランダムな敵1人に武勇攻撃(ダメージ率248%)を仕掛ける,原虎胤,0.35
96,虎嘯風生,固有,品質：A,自律,発動率:35%自身以外の味方2人に援護を付与し、自身に反撃(ダメージ率60%)を付与する。各効果は2ターン目の行動開始前まで持続する,,0.35
97,豪胆猛撃,固有,品質：A,自律,発動率:30%ランダムな敵2人に武勇攻撃(ダメージ率90%)を仕掛け、ダメージを与えた敵の統率が30減少する。効果は2ターン後の行動開始前まで持続する,,0.3
98,剣豪将軍,固有,品質：A,追撃,発動率:100%敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率238%)を仕掛ける,足利義輝,1.0
99,臨機応変,固有,品質：A,内政,発動率:50%城下町施設の木材の産出量が800増加する,,0.5
100,苦難連撃,固有,品質：A,追撃,発動率:50%敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率110%)を仕掛ける,山中幸盛,0.5
101,両翼奇襲,固有,品質：A,自律,発動率:35%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率90%)を仕掛け、火傷(ダメージ率90%)を付与する。効果は付与後に2回、行動開始すると終了する,沼田祐光,0.35
102,風塵烈波,固有,品質：A,自律,発動率:50%ランダムな敵1人に3回知略攻撃(ダメージ率80%)を仕掛け、40%の確率で同一の敵に追加で知略攻撃(ダメージ率80%)を3回仕掛ける,,0.5
103,かぶき踊り,固有,品質：A,自律,発動率:50%ランダムな味方2人の兵力を回復する(回復率102%),,0.5
104,鬼小十郎,固有,品質：A,自律,発動率:100%3ターン後の行動開始前まで、ランダムな敵1人に挑発を付与し、その敵の武勇を、2ターン後の行動開始前まで60減少させる,,1.0
105,退き佐久間,固有,品質：A,指揮,発動率:50%戦闘開始後最初の2ターンが経過するまでに味方それぞれが攻撃を受けた場合、50%の確率で抵抗を1回付与する,,0.5
106,鎮圧迎撃,固有,品質：A,自律,発動率:40%戦法発動後、次のターンの自身の行動時、ランダムな敵1人に2回武勇攻撃(ダメージ率120%)を仕掛ける,,0.4
107,多芸多才,固有,品質：A,自律,発動率:25%ランダムな敵2人に丸腰を付与する。効果は付与後3回目の行動開始前まで持続する,細川藤孝,0.25
108,陣間穿突,固有,品質：A,自律,発動率:50%ランダムな敵1人に下克上を付与する。効果は付与後2回目の行動開始前まで持続する,,0.5
109,冷徹の明,固有,品質：A,自律,発動率:25%戦法発動後、次のターンの自身の行動時に敵2人に知略攻撃(ダメージ率124%)を仕掛ける,,0.25
110,鬼突猛進,固有,品質：A,自律,発動率:50%ランダムな敵1人に武勇攻撃(ダメージ率170%)を仕掛け、同時に混乱を付与する。効果は付与後2回目の行動開始前まで持続する,本庄繁長,0.5
111,側面突撃,固有,品質：A,自律,発動率:50%敵副将1人目に武勇攻撃(ダメージ率118%)を仕掛ける,,0.5
112,四方突撃,固有,品質：A,自律,発動率:30%敵副将2人目に武勇攻撃(ダメージ率118%)を仕掛ける,島津忠恒,0.3
113,中興の祖,固有,品質：A,自律,発動率:50%味方1人に回復を与える(回復率88%)。回復効果は3回発動し、対象は1回毎にランダムとなる,,0.5
114,猛進勇槍,固有,品質：A,自律,発動率:35%戦法発動後、次のターンの自身の行動時にランダムな敵2人に武勇攻撃(ダメージ率100%)を仕掛け、20%の確率で追加で1回武勇攻撃(ダメージ率100%)を仕掛ける,結城秀康,0.35
115,苦心再起,固有,品質：A,自律,発動率:35%ランダムな敵2人に恐慌(ダメージ率166%)を付与する。効果は付与後に2回、行動開始すると終了する,,0.35
116,忠心救護,固有,品質：A,自律,発動率:50%味方それぞれの兵力が回復する(回復率80%),,0.5
117,剛力突擊,固有,品質：A,自律,発動率:100%ランダムな敵2人に知略攻撃(ダメージ率67%)を仕掛け、同時に中毒(ダメージ率67%)を付与する。効果は付与後に1回、行動開始すると終了する,,1.0
118,大一大万大吉,固有,品質：A,内政,発動率:100%城下町施設の石材の産出量が800増加する,,1.0
119,徳善の道,固有,品質：A,内政,発動率:60%城下町施設の食糧の産出量が800増加する,,0.6
120,勇将の愛,固有,品質：A,自律,発動率:100%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に武勇攻撃(ダメージ率104%)を仕掛ける,,1.0
121,仙姿玉質,固有,品質：A,内政,発動率:100%名声値上限が200増加する,,1.0
122,傾国の姫,固有,品質：A,内政,発動率:50%効果発動後、重傷になった武将の回復時間が120秒短縮する,,0.5
123,黒衣の宰相,固有,品質：A,自律,発動率:35%ランダムな味方1人に救急(75%の確率で、回復率100%)を付与し、効果は2ターン後の行動開始前まで持続する,,0.35
124,小一郎の手腕,固有,品質：A,自律,発動率:100%ランダムな味方2人の被ダメージが、本来の30%減少する。効果は1ターン後の行動開始前まで持続する,羽柴秀長,1.0
125,訓戒状,固有,品質：A,指揮,発動率:100%戦闘開始後最初の4ターン、ランダムな味方2人の被ダメージが、本来の25%減少する。,,1.0
126,先見,固有,品質：A,内政,発動率:30%部隊の進軍速度が4%増加する,,0.3
127,天の祝福,固有,品質：A,自律,発動率:50%ランダムな敵2人に武勇攻撃(ダメージ率160%)を仕掛け、ランダムな味方2人の統率が30増加する。効果は2ターン後の行動開始前まで持続する,,0.5
128,熟慮の将,固有,品質：A,自律,発動率:40%戦法発動後、次のターンの自身の行動時、ランダムな味方2人の与ダメージが本来の40%増加する。効果は2ターン後の行動開始前まで持続する,真田信幸,0.4
129,後方鎮座,固有,品質：A,自律,発動率:100%ランダムな味方2人に反撃(ダメージ率60%)を付与する。効果は2ターン後の行動開始前まで持続する,,1.0
130,財算全識,固有,品質：A,内政,発動率:100%調達の資源産出量が4%増加する,,1.0
131,大普請,固有,品質：A,内政,発動率:100%城下町施設の食糧・木材・鉄・石材の産出量が1%増加する,,1.0
132,吏僚の慧眼,固有,品質：A,内政,発動率:30%城下町施設の銅銭の産出量が4%増加する,,0.3
133,統治の名人,固有,品質：B,自律,発動率:50%自身の被ダメージが、本来の50%減少する。効果は1ターン後の行動開始前まで持続する,,0.5
134,一番猛突,固有,品質：B,追撃,発動率:100%敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率106%)を仕掛ける,,1.0
135,七本槍の水攻め,固有,品質：B,受動,発動率:35%自身の武勇が30増加する,,0.35
136,不屈攻込,固有,品質：B,自律,発動率:30%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に武勇攻撃(ダメージ率160%)を仕掛ける,,0.3
137,三人衆筆頭,固有,品質：B,自律,発動率:30%ランダムな味方2人の被ダメージが、本来の25%減少する。効果は1ターン後の行動開始前まで持続する,,0.3
138,三人衆の威光,固有,品質：B,自律,発動率:100%ランダムな敵1人に動揺(ダメージ率124%)を付与する。効果は付与後に3回、行動開始すると終了する,,1.0
139,不撓不屈,固有,品質：B,自律,発動率:100%自身に洞察を付与する。効果は2ターン後の行動開始前まで持続する,,1.0
140,無傷の将,固有,品質：B,指揮,発動率:45%戦闘開始後、2ターン目に味方それぞれに対して浄化を付与し、兵力を回復する(回復率150%),,0.45
141,忠義の一撃,固有,品質：B,自律,発動率:50%味方の大将に反撃(ダメージ率60%)を付与する。効果は2ターン後の行動開始前まで持続する,,0.5
142,虎の猛攻,固有,品質：B,追撃,発動率:35%敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率84%)を1回仕掛ける,,0.35
143,夜討ち,固有,品質：B,自律,発動率:100%ランダムな敵1人に武勇攻撃(ダメージ率140%)を仕掛ける,,1.0
144,報恩の鼓舞,固有,品質：B,受動,発動率:45%自身の統率が30増加する,,0.45
145,気相の将,固有,品質：B,自律,発動率:30%戦法発動後、次のターンの自身の行動時、敵全員に知略攻撃(ダメージ率66%)を仕掛ける,,0.3
146,鬼の咆哮,固有,品質：B,自律,発動率:100%ランダムな敵2人の被ダメージを、本来の25%増加させる。効果は1ターン後の行動開始前まで持続する,,1.0
147,姫路城の再建,固有,品質：B,受動,発動率:40%自身が行動する前に、兵力を回復する(回復率30%),,0.4
148,悪屋形の企み,固有,品質：B,追撃,発動率:35%敵1人に通常攻撃後、同一の敵に追加で逆手(ダメージ率80%)を付与する。効果は付与後に1回、行動開始すると終了する,,0.35
149,鬼武蔵の背撃ち,固有,品質：B,自律,発動率:45%ランダムな敵2人の味方それぞれへの与ダメージを、本来の20%減少させる。効果は2ターン後の行動開始前まで持続する,,0.45
150,追討の痛撃,固有,品質：B,追撃,発動率:60%敵1人に通常攻撃後、同一の敵に追加で動揺(ダメージ率94%)を付与する。効果は付与後に2回、行動開始すると終了する,,0.6
151,知勇兼備,固有,品質：B,自律,発動率:40%ランダムな味方1人の兵力を回復する(回復率150%),,0.4
152,奉行の神髄,固有,品質：B,自律,発動率:100%戦法発動後、次のターンの自身の行動時、ランダムな敵2人に恐慌(ダメージ率120%)を付与する。効果は付与後に2回、行動開始すると終了する,,1.0
153,沈着決断,固有,品質：B,内政,発動率:100%城下町施設の食糧・木材・鉄・石材の産出量が100増加する,,1.0
154,大国奉行,固有,品質：B,内政,発動率:100%城下町施設の木材の産出量が400増加する,,1.0
155,福音普及,固有,品質：B,内政,発動率:100%城下町施設の鉄の産出量が400増加する,,1.0
156,織部流の作法,固有,品質：B,内政,発動率:100%城下町施設の石材の産出量が400増加する,,1.0
157,恩寵の光,固有,品質：B,内政,発動率:100%城下町施設の食糧の産出量が400増加する,,1.0
158,鬼奉行,固有,品質：B,内政,発動率:100%城下町施設の銅銭の産出量が60増加する,,1.0
159,茂助の働き,固有,品質：B,内政,発動率:30%調達の資源産出量が2%増加する,,0.3
160,粗略の豪傑,固有,品質：B,自律,発動率:100%ランダムな味方2人の与ダメージが本来の25%増加する。効果は1ターン後の行動開始前まで持続する,,1.0
161,文武の槍,固有,品質：C,受動,発動率:100%自身の武勇が10増加する,,1.0
162,無心の傅役,固有,品質：C,自律,発動率:35%ランダムな味方1人に洞察を付与する。効果は1ターン後の行動開始前まで持続する,,0.35
163,離反の将,固有,品質：C,自律,発動率:35%ランダムな敵1人の知略を20減少させる。効果は1ターン後の行動開始前まで持続する,,0.35
164,武家関白,固有,品質：C,自律,発動率:50%ランダムな敵1人の統率を20減少させる。効果は1ターン後の行動開始前まで持続する,,0.5
165,枯れ桔梗,固有,品質：C,自律,発動率:100%ランダムな味方1人の兵力を回復する(回復率50%),,1.0
166,京兆家有職,固有,品質：C,受動,発動率:100%自身の統率が10増加する,,1.0
167,兄の影,固有,品質：C,自律,発動率:35%ランダムな味方1人に浄化を付与する,,0.35
168,有楽の点前,固有,品質：C,自律,発動率:35%ランダムな敵1人の速度を20減少させる。効果は1ターン後の行動開始前まで持続する,,0.35
169,剣の極み,伝授,品質：S,受動,【確率】100%【効果】自身の会心率が30%、会心ダメージが、さらに75%増加する,,1.0
170,英主号令,伝授,品質：S,自律,【確率】45%【効果】戦法発動後、次のターンの自身の行動時、敵全員に知略攻撃(ダメージ率330%)を仕掛ける,,0.45
171,名采配,伝授,品質：S,自律,【確率】55%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に武勇攻撃(ダメージ率360%)を仕掛ける,,0.55
172,海道一の弓取り,伝授,品質：S,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、自身に範囲攻撃(ダメージ率60％)を付与する,,1.0
173,戦陣突破,伝授,品質：S,受動,【確率】100%【効果】自身が攻撃を仕掛ける時に、対象の統率の100％無視し、敵に与える武勇ダメージが本来の20％増加する,,1.0
174,速攻,伝授,品質：S,自律,【確率】60%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率330%)を仕掛ける,,0.6
175,反撃の備え,伝授,品質：S,受動,【確率】100%【効果】ダメージを受ける時に、50％の確率で攻撃側に知略攻撃(ダメージ率200%)を1回仕掛ける,,1.0
176,魔王怒涛,伝授,品質：S,受動,【確率】100%【効果】戦闘開始後、ターン毎に100％の確率で自身に連撃を付与する。戦法効果は戦闘終了まで持続する,,1.0
177,二重の計略,伝授,品質：S,追撃,【確率】50％【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率300%)を仕掛ける,,0.3
178,軍神の秘策,伝授,品質：S,自律,【確率】50％【効果】戦法発動後、次のターンの自身の行動時、敵全員に武勇攻撃(ダメージ率300%)を仕掛ける,,0.3
179,古今独歩,伝授,品質：S,受動,【確率】100%【効果】自身の全能力が60増加する,,1.0
180,威嚇の陣,伝授,品質：S,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな敵2人の与ダメージを、本来の30％(さらに知略値により減少量追加)減少させる,,1.0
181,下克上の惟任,伝授,品質：S,自律,【確率】30％【効果】ランダムな敵1人に下克上を付与する。効果は付与後3回目の行動開始前まで持続する,,0.3
182,士気高揚,伝授,品質：S,追撃,【確率】40%【効果】敵1人に通常攻撃後、同一の敵に追加で1回知略攻撃(ダメージ率280%)を仕掛け、30％の確率で敵に混乱を付与する。効果は付与後2回目の行動開始前まで持続する,,0.4
183,高名の将,伝授,品質：S,自律,【確率】35%【効果】ランダムな敵1人に威嚇を付与する。効果は付与後3回目の行動開始前まで持続する,,0.35
184,三河の軍陣,伝授,品質：S,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな味方2人の被ダメージを、本来の30%(さらに知略値により減少量追加)減少する,,1.0
185,畏怖の旗,伝授,品質：S,自律,【確率】35％【効果】ランダムな敵1人に混乱を付与する。効果は付与後3回目の行動開始前まで持続する,,0.3
186,妨害の策,伝授,品質：S,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな敵2人の通常攻撃と追撃戦法のダメージを、本来の90%減少させる,,1.0
187,謀神の軍略,伝授,品質：S,受動,【確率】100%【効果】自身の攻撃が敵の知略値の50％を無視し、敵に与える知略ダメージが、本来の20％増加する,,1.0
188,林の如し,伝授,品質：S,受動,【確率】100%【効果】自身が行動する前に、兵力を回復する(回復率200%),,1.0
189,連戦の勢い,伝授,品質：S,自律,【確率】50％【効果】ランダムな敵2人に武勇攻撃(ダメージ率164%)を仕掛ける。この戦法が発動する度に、発動率が10%増加する。効果は重複し、戦闘終了まで持続する,,0.3
190,忍の秘術,伝授,品質：S,追撃,【確率】40%【効果】敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率280%)を仕掛け、30％の確率で敵に威嚇を付与する。効果は付与後2回目の行動開始前まで持続する,,0.4
191,隠密撹乱,伝授,品質：S,自律,【確率】45%【効果】ランダムな敵2人に知略攻撃(ダメージ率200%)を仕掛け、攻撃目標の武勇、統率、知略を40減少させる。効果は2ターン後の行動開始前まで持続する,,0.45
192,決死猛撃,伝授,品質：S,自律,【確率】50％【効果】ランダムな敵2人に武勇攻撃(ダメージ率240%)を仕掛け、自身の武勇を50％減少させる。効果は1ターン後の行動開始前まで持続する,,0.3
193,幻惑の術,伝授,品質：S,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、ランダムな敵2人は100%の確率で自律戦法の発動まで1ターン追加される,,1.0
194,出雲の謀聖,伝授,品質：S,自律,【確率】50％【効果】ランダムな敵2人に知略攻撃(ダメージ率164%、さらに知略値によりダメージ増加)を仕掛ける。この戦法が発動する度に、発動率が10%増加する。効果は重複し、戦闘終了まで持続する,,0.3
195,無双勇兵,伝授,品質：S,自律,【確率】45％【効果】敵全員に武勇攻撃(ダメージ率200%)を仕掛ける,,0.3
196,誘引の計,伝授,品質：S,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、敵全員に挑発を与え、かつ自身の統率を100増加させる,,1.0
197,万全の計,伝授,品質：S,自律,【確率】55%【効果】ランダムな敵2人に知略攻撃(ダメージ率190%)を仕掛ける,,0.55
198,堅守の策,伝授,品質：S,受動,【確率】100%【効果】自身に反撃(ダメージ率100%)を付与する,,1.0
199,猛威勇槍,伝授,品質：S,自律,【確率】45%【効果】ランダムな敵2人に武勇攻撃(ダメージ率225%)を仕掛ける,,0.45
200,墨俣一夜城,伝授,品質：S,自律,【確率】45%【効果】敵全員に知略攻撃(ダメージ率200%)を1回仕掛ける,,0.45
201,勇断二突,伝授,品質：S,追撃,【確率】50％【効果】敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率300%)を仕掛ける,,0.3
202,軍律厳正,伝授,品質：S,受動,【確率】100%【効果】自身に奇策率が30%、奇策ダメージが、さらに75%増加する,,1.0
203,大局掌握,伝授,品質：A,受動,【確率】100％【効果】自身の知略が60増加する,,0.3
204,持続攻勢,伝授,品質：A,自律,【確率】40％【効果】自身に連撃を付与する。効果は1ターン後の行動開始前まで持続する,,0.3
205,鋭気回復,伝授,品質：A,自律,【確率】55%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率100％)を仕掛け、ランダムな味方2人の兵力を回復する(回復率100％),,0.55
206,反攻の策,伝授,品質：A,追撃,【確率】30％【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率120%)を仕掛け、窮地を付与する。効果は付与後2回目の行動開始前まで持続する,,0.3
207,典雅堅忍,伝授,品質：A,自律,【確率】40％【効果】ランダムな味方2人に浄化を付与し、兵力を回復する(回復率120%),,0.3
208,壮烈痛撃,伝授,品質：A,追撃,【確率】35％【効果】敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率200%)を仕掛ける,,0.3
209,至高の采配,伝授,品質：A,受動,【確率】100%【効果】自身の全能力が32増加する,,1.0
210,高揚号令,伝授,品質：A,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、味方それぞれの与ダメージが本来の20％増加する,,1.0
211,用心の命,伝授,品質：A,指揮,【確率】100%【効果】戦闘開始後最初の3ターン、味方それぞれの被ダメージが、本来の20％減少する,,1.0
212,熟考の一手,伝授,品質：A,自律,【確率】50％【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵2人に知略攻撃(ダメージ率192%)を仕掛ける,,0.3
213,堅忍不抜,伝授,品質：A,自律,【確率】40％【効果】自身に2回抵抗を付与する。効果は1ターン後の行動開始前まで持続する,,0.3
214,謀叛の将,伝授,品質：A,自律,【確率】35%【効果】ランダムな敵1人に武勇攻撃(ダメージ率170%)を仕掛け、丸腰を付与する。効果は付与後2回目の行動開始前まで持続する,,0.35
215,急進乱突,伝授,品質：A,自律,【確率】35%【効果】ランダムな敵1人に知略攻撃(ダメージ率170%)を仕掛け、窮地を付与する。効果は2回目の行動開始前まで持続する,,0.35
216,慎重進軍,伝授,品質：A,追撃,【確率】30％【効果】敵1人に通常攻撃後、同一の敵に追加で1回武勇攻撃(ダメージ率60％)を仕掛け、丸腰効果を付与する。効果は付与後2回目の行動開始前まで持続する,,0.3
217,伝説の忍,伝授,品質：A,指揮,【確率】100%【効果】戦闘開始後の3、5、7ターン目に、80％の確率でランダムな敵2人に、そのターンの終了まで、窮地を付与する,,1.0
218,冷静決断,伝授,品質：A,受動,【確率】100%【効果】自身の統率が60増加する,,1.0
219,動揺打撃,伝授,品質：A,自律,【確率】50%【効果】ランダムな敵2人に動揺(ダメージ率156%)を付与する。効果は付与後に1回、行動開始すると終了する,,0.5
220,防衛の才覚,伝授,品質：A,自律,【確率】40％【効果】自身の被ダメージが、本来の50％減少する。効果は2ターン後の行動開始前まで持続する,,0.3
221,敵陣攪乱,伝授,品質：A,指揮,【確率】100%【効果】戦闘開始後第3、5、7ターン目に、80％確率でランダムな敵2人に、そのターンの終了まで、丸腰を付与する,,1.0
222,潰乱の策,伝授,品質：A,自律,【確率】40％【効果】ランダムな敵2人に恐慌(ダメージ率222%)を付与する。効果は付与後に1回、行動開始すると終了する,,0.3
223,裏の策,伝授,品質：A,自律,【確率】45%【効果】ランダムな敵2人に中毒(ダメージ率194%)を付与する。効果は付与後に1回、行動開始すると終了する,,0.45
224,鶴の一声,伝授,品質：A,自律,【確率】50％【効果】ランダムな味方1人に救急(75%の確率で、回復率100%)を付与し、効果は2ターン後の行動開始前まで持続する,,0.3
225,陽動の将,伝授,品質：A,自律,【確率】40％【効果】ランダムな敵2人に挑発を付与し、効果は付与後3回目の行動開始前まで持続する。さらに、自身の統率が70増加し、効果は2ターン後の行動開始前まで持続する,,0.3
226,善戦無畏,伝授,品質：A,自律,【確率】35%【効果】ランダムな敵1人に武勇攻撃(ダメージ率170%)を仕掛け、窮地を付与する。効果は付与後2回目の行動開始前まで持続する,,0.35
227,慈心休養,伝授,品質：A,自律,【確率】50％【効果】戦法発動後、次のターンの自身の行動時、ランダムな味方2人の兵力を回復する(回復率180%),,0.3
228,鬼の猛攻,伝授,品質：A,自律,【確率】60%【効果】自身に範囲攻撃(ダメージ率60％)を付与する。効果は1ターン後の行動開始前まで持続する,,0.6
229,不意乱撃,伝授,品質：A,自律,【確率】35%【効果】ランダムな敵1人に知略攻撃(ダメージ率170%)を仕掛け、丸腰を付与する。効果は２回目の行動開始前まで持続する,,0.35
230,勇略,伝授,品質：A,追撃,【確率】45%【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率160%)を仕掛ける,,0.45
231,勇往邁進,伝授,品質：A,受動,【確率】100%【効果】自身の武勇が60増加する,,1.0
232,家臣親愛,伝授,品質：A,自律,【確率】30％【効果】兵力が一番少ない味方に1回抵抗を付与し、兵力を回復する(回復率188%)。効果は1ターン後の行動開始前まで持続する,,0.3
233,人望の君,伝授,品質：A,自律,【確率】35％【効果】ランダムな敵1人に下克上を付与する。効果は付与後2回目の行動開始前まで持続する,,0.3
234,烈火双撃,伝授,品質：A,自律,【確率】35%【効果】ランダムな敵2人に火傷(ダメージ率258%)を付与する。効果は付与後に1回、行動開始すると終了する,,0.35
235,支柱の将,伝授,品質：A,自律,【確率】30%【効果】戦法発動後、次のターンの自身の行動時、ランダムな敵1人に武勇攻撃(ダメージ率355％)を仕掛ける,,0.3
236,和敬清寂,伝授,品質：B,自律,【確率】35％【効果】自身に浄化を付与する,,0.3
237,武人の慈悲,伝授,品質：B,自律,【確率】60%【効果】ランダムな味方1人の兵力を回復する(回復率80%),,0.6
238,進攻の策,伝授,品質：B,自律,【確率】50%【効果】ランダムな敵1人に知略攻撃(ダメージ率104%)を仕掛ける,,0.5
239,将の器,伝授,品質：B,受動,【確率】100%【効果】自身の統率が30増加する,,1.0
240,果敢連撃,伝授,品質：B,追撃,【確率】35％【効果】敵1人に通常攻撃後、同一の敵に追加で武勇攻撃(ダメージ率125%)を仕掛ける,,0.3
241,勇槍,伝授,品質：B,受動,【確率】100%【効果】自身の武勇が30増加する,,1.0
242,守備の要,伝授,品質：B,自律,【確率】35%【効果】自身に反撃(ダメージ率60％)を付与する。効果は1ターン後の行動開始前まで持続する,,0.35
243,戦場慧眼,伝授,品質：B,自律,【確率】35％【効果】自身に洞察を付与する。効果は2ターン後の行動開始前まで持続する,,0.3
244,破敵猛技,伝授,品質：B,自律,【確率】35%【効果】ランダムな敵2人の被ダメージ率を、本来の20％上昇させる。効果は2ターン持続後の行動開始前まで持続する,,0.35
245,剛勇の一撃,伝授,品質：B,自律,【確率】45%【効果】ランダムな敵1人に武勇攻撃(ダメージ率140%)を仕掛ける,,0.45
246,双撃の計略,伝授,品質：B,追撃,【確率】50％【効果】敵1人に通常攻撃後、同一の敵に追加で知略攻撃(ダメージ率100％)を仕掛ける,,0.3
247,早駆け,伝授,品質：B,受動,【確率】100%【効果】自身の速度が30増加する,,1.0
248,教唆扇動,伝授,品質：B,自律,【確率】30%【効果】ランダムな敵2人に挑発を付与する。効果は付与後3回目の行動開始前まで持続する,,0.3
249,重鎮防衛,伝授,品質：B,自律,【確率】100%【効果】自身の被ダメージを本来の30%減少させる。効果は1ターン後の行動開始前まで持続する,,1.0
250,天恵,伝授,品質：B,受動,【確率】100%【効果】自身の知略が30増加する,,1.0
>>>>>>> 6cc6e22068fd297841f9570f83ea405279f90609
